Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
17,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹3,199",4.1,13879,1422,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 Mins700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
18,"boAt Storm Pro Call Bluetooth Calling 1.78"" AMOLED Display Smartwatch","₹3,199",4.1,13879,1422,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 MinsMetal Strap700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 year warranty from the date of purchase",10K-50K,High to Low,1K-10K
19,Noise ColorFit Vision 2 Buzz Smartwatch,"₹2,999",4.3,12374,1070,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 inch AMOLED Always On Display (368*448px, 326 PPI & 500 nits)Bluetooth calling (In built speaker, in-built microphone & dial from recent call logs and access favourite contacts)Tru Sync Technology for quick pairing , stable connectivity and low power consumption.Lightweight design & unique straps (10.9mm thick - excluding sensors (disclaimer), metallic finish)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, stress monitor, sleep tracker & female health tracker)100+ watch faces (customised & cloud-based) & all-new watch UI (widgets & shortcut screens)100 sports modes with auto sports detection (Disclaimer: 10 in watch, remaining via app)Productivity and utility suite (quick reply, call & message notifications, world clock, alarm, stocks, reminders, remote camera/music control, find my phone, weather updates & smart DND)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
20,Noise ColorFit Vision 2 Buzz Smartwatch,"₹2,999",4.3,12374,1070,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 inch AMOLED Always On Display (368*448px, 326 PPI & 500 nits)Bluetooth calling (In built speaker, in-built microphone & dial from recent call logs and access favourite contacts)Tru Sync Technology for quick pairing , stable connectivity and low power consumption.Lightweight design & unique straps (10.9mm thick - excluding sensors (disclaimer), metallic finish)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, stress monitor, sleep tracker & female health tracker)100+ watch faces (customised & cloud-based) & all-new watch UI (widgets & shortcut screens)100 sports modes with auto sports detection (Disclaimer: 10 in watch, remaining via app)Productivity and utility suite (quick reply, call & message notifications, world clock, alarm, stocks, reminders, remote camera/music control, find my phone, weather updates & smart DND)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
21,Noise ColorFit Vision 2 Buzz Smartwatch,"₹2,999",4.3,12374,1070,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 inch AMOLED Always On Display (368*448px, 326 PPI & 500 nits)Bluetooth calling (In built speaker, in-built microphone & dial from recent call logs and access favourite contacts)Tru Sync Technology for quick pairing , stable connectivity and low power consumption.Lightweight design & unique straps (10.9mm thick - excluding sensors (disclaimer), metallic finish)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, stress monitor, sleep tracker & female health tracker)100+ watch faces (customised & cloud-based) & all-new watch UI (widgets & shortcut screens)100 sports modes with auto sports detection (Disclaimer: 10 in watch, remaining via app)Productivity and utility suite (quick reply, call & message notifications, world clock, alarm, stocks, reminders, remote camera/music control, find my phone, weather updates & smart DND)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
22,"Noise ColorFit Pro4 BT Calling 1.72"" TruView Display, Fully-functional digital crown Smartwatch","₹2,999",4.3,13417,1011,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,High to Low,1K-10K
23,Noise ColorFit Pro 4 Smartwatch,"₹2,999",4.3,13417,1011,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,High to Low,1K-10K
24,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,999",4.2,2928,204,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
25,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,999",4.2,2928,204,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
26,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,999",4.1,23690,2190,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Bluetooth CallingLarge 1.32 inch displayHigh resolution with over 300ppiVoice assistant 24X7Heart Rate monitorBlood Oxygen MonitorWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,High to Low,1K-10K
27,"Noise NoiseFit Active with GPS, SpO2 Monitor Smartwatch","₹1,999",3.8,870,96,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,0K-1K,High to Low,0K-1K
28,"boAt Wave Select with 1.69"" HD Display, upto 10 Days Battery, HR & SpO2 Monitoring Smartwatch","₹2,799",3.9,2491,159,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69 inch HD DisplayHR, SpO2 and Sleep MonitoringGuided Breathing20+ Sports Modes5ATM Dust, Sweat & Splash Resistant100+ Cloud Watch FacesSupports Google Fit and Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 year warranty from the date of purchase",1K-10K,High to Low,0K-1K
29,"boAt Wave Select with 1.69"" HD Display, upto 10 Days Battery, HR & SpO2 Monitoring Smartwatch","₹2,799",3.9,2491,159,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69 inch HD DisplayHR, SpO2 and Sleep MonitoringGuided Breathing20+ Sports Modes5ATM Dust, Sweat & Splash Resistant100+ Cloud Watch FacesSupports Google Fit and Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 year warranty from the date of purchase",1K-10K,High to Low,0K-1K
30,"boAt Watch Iris 1.39"" AMOLEDDisplay Smartwatch","₹2,499",3.8,2503,334,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"35mm(1.39inches) Amoled Display | Multiple Watch Faces24 Hours Heart Rate & SpO2 MonitorMusic & Camera Control | Notification AlertsIP68 Dust, Sweat and Splash ResistantTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 year warranty from the date of purchase",1K-10K,High to Low,0K-1K
31,Noise Fit Active SpO2 Smartwatch,"₹1,999",4.2,37530,6521,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28 inches Full Touch Screen Round Display with Multiple Cloud Based Watch FacesSpo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing Sessions & more
14 sports mode with auto sports recognitionWeather forecast, Call rejection, Alarm, Find my phone, Timer, Stopwatch, Walk reminder, Wake gesture, Calender reminder, Vibration alert, Remote music control5 ATM Water ResistanceDedicated NoiseFit App to meet your personal health goals, track of your progress and moreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
32,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,199",4.2,853,61,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits2.5D Curved glass: Stand out in the crowd with its premium curved glass designNoise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contactsWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",0K-1K,High to Low,0K-1K
33,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,199",4.2,853,61,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits2.5D Curved glass: Stand out in the crowd with its premium curved glass designNoise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contactsWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",0K-1K,High to Low,0K-1K
34,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,199",4.3,4342,395,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85 inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits.2.5D Curved glass: Stand out in the crowd with its premium curved glass design.Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contacts.Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app.Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life.200+ cloud-based & customized watch faces: Make your selection from a series of fun and trendy watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
35,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",4.1,11535,1112,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 Amoled with always on featureMenstrual Cycle Tracking | Heart Rate Monitor, Stress & Sleep MonitorWeather and Quick RepliesIP68 Waterproof| multiple sports modeBattery : Upto 7 days/ 30 Days StandbyTouchscreenFitness & OutdoorBattery Runtime: Upto 8 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
36,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",4.1,11535,1112,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 Amoled with always on featureMenstrual Cycle Tracking | Heart Rate Monitor, Stress & Sleep MonitorWeather and Quick RepliesIP68 Waterproof| multiple sports modeBattery : Upto 7 days/ 30 Days StandbyTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
37,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,499",4.3,4342,395,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85 inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits.2.5D Curved glass: Stand out in the crowd with its premium curved glass design.Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contacts.Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app.Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life.200+ cloud-based & customized watch faces: Make your selection from a series of fun and trendy watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
38,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",4.1,11535,1112,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,High to Low,1K-10K
39,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,099",4.2,3542,424,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,1K-10K,High to Low,0K-1K
40,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,099",4.2,3542,424,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,1K-10K,High to Low,0K-1K
41,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,099",4.2,3542,424,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,1K-10K,High to Low,0K-1K
42,"boAt Vertex 1.69"" HealthEcosystem Smartwatch","₹2,299",3.9,16695,1834,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69' HD Display(100+ Cloud Based Watch Faces)24 Hours Heart Rate & SpO2 MonitorHealth Ecosystem via boAt Crest App7-10 days Battery Life(dependent on usage)Sleep Tracking & Guided Breathing| Music & Camera ControlIP67 Dust, Sweat and Splash ResistantMultiple Sports Mode: Walking, Running, Cycling, Skipping, Badminton, Basketball and FootballTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
43,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,999",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
44,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,799",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
45,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,999",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
